id,Title,User name,User Location,District,Participant Count,Men,Women,Children,Date of Discussion,Challenges,Solutions,Author,Organization,Language,Session Created At,Image Urls,PDF Urls,Transcript Link
"3,168",Ground realities: Domestic violence against women and community responses,ambika hs,"graama, mysuru, karnataka",Mysore,20,,,,2025-06-19,1. Domestic violence against women is a significant issue in the community.,1. People in the community come together to file legal petitions and seek redress.,120,ipel,en,"June 19, 2025, 8:07 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3168/1750344130-1000246746.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3168/1750344030-1000253438.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3168/1750344089-1000247056.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3168/ನಲದ_ವಸತವಗಳ_ಮಹಳಯರ_ಮಲನ_ಕಟಬಕ_ಹಸಚರ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,ytvsjqh69qp0l35cfjpwsbdlswxlbcad
"3,169",Health and clean water challenges in rural areas,ambika,"badapur, mysuru, karnataka",Mysore,15,,,,2025-06-20,1. The community is facing health problems. | 2. The problem of clean drinking water is a concern.,1. The people of the village came together to form a health center at the Gram Panchayat. | 2. They were told to apply to the Gram Panchayat to build filter tanks for clean drinking water.,120,apl,en,"June 20, 2025, 6:01 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3169/1750422944-1000255291.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3169/1750422930-1000255131.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3169/ಗರಮಣ_ಪರದಶಗಳಲಲ_ಆರಗಯ_ಮತತ_ಶದಧ_ನರನ_ಸವಲಗಳ.pdf,z0ki30xhl69oiortoyd6bx8yhsrv7e8z
"3,173",Infrastructure challenges in rural schools,ambika,"basapur, mysuru, karnataka",Mysore,20,,,,2025-06-20,"1. The shortage of teachers for children's lessons is a problem. | 2. The school is on a main road, making it difficult for children to cross.",1. Community members met and discussed applying to the Department of Education to hire additional teachers. | 2. The villagers were asked to apply to the Gram Panchayat to build a barrier to prevent children from crossing to school.,120,all india panchayat councils (aipc),en,"June 20, 2025, 7:19 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3173/1750427651-1000255131.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3173/1750427662-1000255291.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3173/1750427672-1000255351.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3173/ಗರಮಣ_ಶಲಗಳಲಲ_ಮಲಸಕರಯ_ಸವಲಗಳ.pdf,2dysd1u845gr5eg0kbnx4g0za5jyahq1
"3,176",Infrastructure challenges and solutions in Ankanathapura village,puttamma s d,"ankanathpur, mysuru, karnataka",Mysore,15,,,,2025-06-18,1. There is no bus system to take children to school in the village and the road system is not good either. | 2. Children stay away from school and college. | 3. Unemployment problem,1. Everyone discussed and decided to apply to the relevant department for bus and road systems.,120,aipisii foundation,en,"June 20, 2025, 8:25 PM"," | https://mohini-static.shikshalokam.org/chatbot/storymedia/3176/1750433927-IMG_20250619_185213.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3176/1750434090-IMG_20250619_185213.jpg",https://mohini-static.shikshalokam.org/chatbot/storymedia/3176/ಅಕನಥಪರ_ಗರಮದಲಲ_ಮಲಸಕರಯ_ಸವಲಗಳ_ಮತತ_ಪರಹರಗಳ.pdf,5fpvuf447oilwlbdpebvsfzz838e6v3u
"3,177",Infrastructure challenges in rural schools,puttamma s d,"ankanathpur, mysuru, karnataka",Mysore,15,,,,2025-06-19,1. The road to school is impassable and there is no bus service.,1. Everyone discusses and decides to submit an application to the Gram Panchayat and other departments to arrange buses and improve the road system.,120,ipei foundation,en,"June 20, 2025, 9:22 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3177/1750436147-IMG-20250618-WA0007.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3177/1750436421-IMG-20250619-WA0002.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3177/1750436442-IMG-20250619-WA0001.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3177/ಗರಮಣ_ಶಲಗಳಲಲ_ಮಲಸಕರಯ_ಸವಲಗಳ.pdf,akwvze2sbfpzt0wefl8yd52hmj8dn5vs
"3,179",Challenges of transportation and education in rural areas,puttamma sd,"pejaha, mysore, karnataka",Mysore,16,,,,2025-06-20,"1. Children are having difficulty getting an education due to the lack of transportation in the village. | 2. The school in the village has closed, forcing children to attend private schools.",1. Implementing a bus system for the village to improve the transportation system. | 2. Improving the school system to provide better education.,120,ipei,en,"June 20, 2025, 10:18 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3179/1750439131-IMG-20250620-WA0024.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3179/1750439155-IMG_20250620_174013.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3179/1750439106-IMG-20250620-WA0020.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3179/1750439197-IMG_20250620_173734.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3179/ಗರಮಣ_ಪರದಶಗಳಲಲ_ಸರಗ_ಮತತ_ಶಕಷಣದ_ಸವಲಗಳ.pdf,f9huw2t8lpyzj6v3fdrz8bptimt5ths6
"3,180","Transportation and awareness challenges in Alathalahundi, Mysore",sudha j,"alathalhundi, mysore, karnataka",Mysore,15,,,,2025-06-20,"1. There is a lack of proper transportation system in the community, specifically no bus service, which affects children. | 2. Parents in the community lack awareness about the importance of education.",1. The association plans to submit a petition to the transport agency to resolve the transport issue. | 2. Raising awareness about education through door-to-door visits was discussed as a solution to improve parental awareness.,120,ipei foundation,en,"June 21, 2025, 9:23 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3180/1750478764-IMG-20250621-WA0005.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3180/1750478777-IMG-20250621-WA0003.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3180/1750478787-IMG-20250621-WA0001.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3180/ಮಸರನ_ಆಲತಲಹಡಯಲಲ_ಸರಗ_ಮತತ_ಜಗತ_ಸವಲಗಳ.pdf,93kro5t4gg4t35lq9fj8hfgooxwltvpt
"3,181",Ground realities: Education challenges and community responses,ambika,"kollegaala, maisur, karnataka",Mysore,25,,,,2025-06-21,1. About providing playgrounds for school children | 2. Child marriage,1. Applying to the Gram Panchayat to use government land around us. | 2. The people of the village visit the Anganwadi and apply to the Women and Child Development Department.,120,all india panchayat parishad,en,"June 21, 2025, 12:47 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3181/1750490496-1000257634.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3181/1750490506-1000257634.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3181/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,ky1ht9q0312gbul7n2nbd5l7dz5j6ofi
"3,183",Infrastructure challenges in rural areas,hamsaveni,"bochikatte, hdkote, mysore",Mysore,35,,,,2025-06-21,"1. The government school is three kilometers away, making it difficult for children to get to school. | 2. There are no Anganwadis in this area.",1. The community plans to apply en masse for an Anganwadi to address the lack of early childhood care and education facilities.,120,ipei,en,"June 21, 2025, 3:33 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3183/1750500520-IMG20250621110752.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3183/1750500729-IMG20250621110751.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3183/ಗರಮಣ_ಪರದಶಗಳಲಲ_ಮಲಸಕರಯ_ಸವಲಗಳ.pdf,xtnb8v6ve422ohgsc685ddx9jdajmb1v
"3,184",Ground realities: Education challenges and community responses,shweta,"bhimanahalli, mysuru, karnataka",Mysore,15,,,,2025-06-20,1. The community faces a challenge in enrolling children in school. | 2. The community faces a challenge in taking action at school to instill an interest in education in children.,1. It was decided to create awareness among parents to continue their children's education. | 2. It was decided to take action at the school to instill interest in education among children.,120,aipie foundation,en,"June 21, 2025, 6:22 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3184/1750511026-IMG_20250612_124656.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3184/1750511098-IMG_20250612_124652.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3184/1750511403-IMG_20250612_124631.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3184/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,liklj5hykwz63baz5h9jv9yhzial97p3
"3,185",Infrastructure challenges in rural areas,hamsaveni,"bochikatte, hdkote, mysore",Mysore,35,,,,2025-06-21,"1. The government school is three kilometers away from our village and there is no Anganwadi in our town, so we have to go one kilometer away.",1. It has been decided that all the women of our village will come together and apply to the office to bring in an Anganwadi.,120,ipei,en,"June 21, 2025, 6:48 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3185/1750512202-IMG20250621110752.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3185/ಗರಮಣ_ಪರದಶಗಳಲಲ_ಮಲಸಕರಯ_ಸವಲಗಳ.pdf,fg3ymaqygcf35larg7uklvzfpqa6qqer
"3,187",Infrastructure challenges in schools,shweta,"basavanagiri, mysuru, karnataka",Mysore,20,,,,2025-06-20,1. The community shared concerns about toilet facilities in schools. | 2. The community raised the issue of teacher shortage.,1. The community discussed petitioning the principal to maintain cleanliness in the school. | 2. The community also considered submitting a request to the head teacher for the appointment of new teachers.,120,aipie foundation,en,"June 21, 2025, 8:07 PM"," | https://mohini-static.shikshalokam.org/chatbot/storymedia/3187/1750517465-IMG_20250608_184300.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3187/1750517992-IMG_20250608_184242.jpg",https://mohini-static.shikshalokam.org/chatbot/storymedia/3187/ಶಲಗಳಲಲ_ಮಲಸಕರಯ_ಸವಲಗಳ.pdf,lpvq7c891wi2lavx0mmv17z6wk4mwvr3
"3,188",Addressing Heggadpur's education challenges through community initiatives,sudha j,"heggadapura, mysore, karnataka",Mysore,53,,,,2025-06-21,"1. Children are not being sent to higher education for various reasons, including lack of awareness and resources. | 2. Not sending children to Anganwadi affects their childhood development and education. | 3. Banning child marriage is a significant challenge, as it impacts the education and well-being of young girls. | 4. Preventing children from attending private schools, which lead to a lack of quality education. | 5. Thinking about the development of government schools to provide quality education to all children.","1. Providing advice and guidance to girls to continue their education, which helps them make informed decisions about their future. | 2. Creating awareness by going door to door to encourage children to go to Anganwadi, which helps improve childhood development and education. | 3. Preventing child marriage by advising villagers not to marry girls before the age of 21, which helps protect the rights and well-being of young girls.",120,ipei foundation,en,"June 21, 2025, 8:26 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/3188/ಸಮದಯ_ಉಪಕರಮಗಳ_ಮಲಕ_ಹಗಗಡಪರದ_ಶಕಷಣ_ಸವಲಗಳನನ_ಎದರಸವದ.pdf,0ifiap7ijgswrhtcjnw61s5w5ki4opy5
"3,190",Improving school attendance and enrollment in government schools.,ambika hs,"kolagala, mysuru, karnataka",Mysore,25,,,,2025-06-21,1. Children enrolled in school are not attending properly. | 2. The enrollment of children in government schools has decreased.,1. Encouraging children to attend school through community programs run by school teachers and villagers. | 2. Increasing the enrollment of children in government schools and utilizing their facilities.,120,all india institute,en,"June 21, 2025, 8:48 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3190/1750519475-1000258395.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3190/1750519512-1000257919.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3190/ಸರಕರ_ಶಲಗಳಲಲ_ಶಲ_ಹಜರತ_ಮತತ_ದಖಲತಯನನ_ಸಧರಸವದ..pdf,gj8dmkzstqxff7af5an4k5agtfpb5nbe
"3,191",Infrastructure challenges in schools,shweta,"basavanagiri, mysuru, karnataka",Mysore,20,,,,2025-06-20,1. The community shared concerns about the school toilet. | 2. The community raised the issue of teacher shortage.,1. Appealing to teachers to maintain the cleanliness of school toilets. | 2. Applying to the head teacher for the appointment of new teachers to address the shortage.,120,aipie foundation,en,"June 21, 2025, 9:44 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3191/1750523007-IMG_20250608_184300.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3191/ಶಲಗಳಲಲ_ಮಲಸಕರಯ_ಸವಲಗಳ.pdf,ftmjjav4fiftw12nisg8xptxrngdde0t
"3,194",Transportation and financial challenges in education,puttamma ess dii,"hirahalli, mysore, karnataka",Mysore,10,,,,2025-06-22,1. The transportation system is also not in good condition. | 2. Unemployment due to lack of financial support to send them to higher education.,1. Everyone discussed it and decided to apply to the transport agency.,120,aipie,en,"June 23, 2025, 5:45 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3194/1750638804-IMG_20250622_082204.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3194/1750638587-IMG_20250622_082204.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3194/1750638656-IMG_20250622_082151.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3194/1750638733-IMG_20250622_082151.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3194/ಶಕಷಣದಲಲ_ಸರಗ_ಮತತ_ಆರಥಕ_ಸವಲಗಳ.pdf,9og88slgfixp6g00nkdqc4o9zfndrudw
"3,198",Ground realities: Education challenges and community responses,ashwini,"padukote, mysore, karnataka",Mysore,67,,,,2025-06-23,1. Having a liquor store next to a school poses a risk to the safety and well-being of children. | 2. The presence of stray dogs on the streets as children walk to school raises concerns about their safety. | 3. Providing jobs through job cards is a matter of economic empowerment for the community.,"1. Submitting applications through the Women's Gram Sabha for resolving the problems of liquor shops near schools, stray dogs on the streets, and providing employment through job cards.",120,ipel foundation,en,"June 23, 2025, 4:23 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3198/1750676421-1000717741.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3198/1750676437-1000717743.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3198/1750676447-1000717745.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3198/1750676409-1000717742.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3198/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,z5ntpw0c3vdbeqxqzt4290m2a6ktt7az
"3,199",Infrastructure challenges and solutions at Basapura School,ambika,"basapur, mysore, karnataka",Mysore,25,,,,2025-06-23,"1. The school rooms are in a dilapidated state and need to be renovated to provide a conducive learning environment for the children. | 2. There is a lack of computer facilities at the school, which hinders children's ability to gain knowledge and skills in technology.","1. Taking photographs of dilapidated rooms, calling development officers from the Gram Panchayat to inspect the rooms, and submitting applications from villagers to address the problem of poor infrastructure. | 2. Introducing other organizations and installing computer systems to provide children with more knowledge and skills in technology.",120,ipel,en,"June 23, 2025, 5:20 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3199/1750679789-1000258980.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3199/1750679845-1000258981.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/3199/1750679808-1000259063.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/3199/ಬಸಪರ_ಶಲಯಲಲ_ಮಲಸಕರಯ_ಸವಲಗಳ_ಮತತ_ಪರಹರಗಳ.pdf,m9nyabllbn7utb3ht8vfc72y8vmnapx1
