id,state,district,Date of Discussion
"7,483",bihar,gaya,2025-09-19
"7,484",bihar,gaya,2025-09-20
"7,485",bihar,kaimur,2025-09-16
"7,497",bihar,kaimur,2025-09-19
"7,499",bihar,kaimur,2025-09-20
"7,503",bihar,kaimur,2025-09-17
"7,505",bihar,kaimur,2025-09-20
"7,522",bihar,rohtas,2025-09-20
"7,528",bihar,rohtas,2025-09-20
"7,532",bihar,gaya,2025-09-17
"7,533",bihar,sitamarhi,2025-09-20
"7,542",bihar,kaimur,2025-09-18
"7,548",bihar,rohtas,2025-09-20
"7,551",bihar,sitamarhi,2025-09-20
"7,552",bihar,rohtas,2025-09-20
"7,556",bihar,kaimur,2025-09-20
"7,561",bihar,sheohar,2025-09-20
"7,563",bihar,rohtas,2025-09-20
"7,570",bihar,rohtas,2025-09-20
"7,577",bihar,vaishali,2025-09-20
"7,580",bihar,gaya,2025-09-19
"7,583",bihar,vaishali,2025-09-20
"7,587",bihar,rohtas,2025-09-20
"7,591",bihar,gaya,2025-09-20
"7,593",bihar,sitamarhi,2025-09-18
"7,595",bihar,gaya,2025-09-18
"7,612",bihar,sitamarhi,2025-09-20
"7,615",bihar,gaya,2025-09-19
"7,622",bihar,rohtas,2025-09-20
"7,634",bihar,rohtas,2025-09-20
"7,640",bihar,sitamarhi,2025-09-20
"7,641",bihar,rohtas,2025-09-20
"7,649",bihar,rohtas,2025-09-19
"7,651",bihar,sitamarhi,2025-09-20
"7,663",bihar,east champaran,2025-09-20
"7,667",bihar,rohtas,2025-09-20
"7,694",bihar,rohtas,2025-09-20
"7,699",bihar,rohtas,2025-09-20
"7,702",bihar,gaya,2025-09-20
"7,712",bihar,sitamarhi,2025-09-20
"7,716",bihar,kaimur,2025-09-19
"7,722",bihar,sheohar,2025-05-22
"7,755",bihar,sheohar,2025-09-20
"7,756",bihar,rohtas,2025-09-20
"7,763",bihar,muzaffarpur,2025-09-19
"7,775",bihar,east champaran,2025-09-02
"7,806",bihar,rohtas,2025-09-19
"7,831",bihar,muzaffarpur,2025-09-20
"7,835",bihar,sheohar,2025-09-20
"7,867",bihar,west champaran,2025-09-18
"7,870",bihar,vaishali,2025-09-20
"7,882",bihar,sheohar,2025-09-20
"7,892",bihar,vaishali,2025-09-20
"7,893",bihar,rohtas,2025-09-20
"7,895",bihar,west champaran,2025-09-20
"7,896",bihar,muzaffarpur,2025-09-17
"7,897",bihar,west champaran,2025-09-20
"7,901",bihar,sitamarhi,2025-09-19
"7,904",bihar,west champaran,2025-09-20
"7,925",bihar,rohtas,2025-09-19
"7,936",bihar,rohtas,2025-09-19
"7,942",bihar,west champaran,2025-09-17
"7,950",bihar,west champaran,2025-09-18
"7,958",bihar,west champaran,2025-09-16
"7,977",bihar,muzaffarpur,2025-09-18
"7,983",bihar,gaya,2025-09-20
"7,985",bihar,rohtas,2025-09-20
"8,013",bihar,gaya,2025-09-18
"8,018",bihar,rohtas,2025-09-20
"8,027",bihar,rohtas,2025-09-20
"8,038",bihar,gaya,2025-09-20
"8,041",bihar,gaya,2025-09-21
"8,058",bihar,west champaran,2025-09-20
"8,071",bihar,muzaffarpur,2025-09-18
"8,088",bihar,kaimur,2025-09-20
"8,089",bihar,muzaffarpur,2025-09-16
"8,093",bihar,sitamarhi,2025-09-20
"8,114",bihar,rohtas,2025-09-21
"8,125",bihar,gaya,2025-09-21
"8,127",bihar,sheohar,2025-09-21
"8,131",bihar,gaya,2025-09-21
"8,132",bihar,gaya,2025-09-20
"8,140",bihar,gaya,2025-09-21
"8,160",bihar,gaya,2025-09-21
"8,169",bihar,kaimur,2025-09-21
"8,171",bihar,rohtas,2025-09-20
"8,177",bihar,west champaran,2025-09-20
"8,192",bihar,sitamarhi,2025-09-21
"8,203",bihar,sitamarhi,2025-09-21
"8,213",bihar,kaimur,2025-09-21
"8,216",bihar,patna,2025-09-21
"8,220",bihar,sitamarhi,2025-09-21
"8,235",bihar,west champaran,2025-09-21
"8,239",bihar,sheohar,2025-09-21
"8,247",bihar,rohtas,2025-09-21
"8,251",bihar,sheohar,2025-09-21
"8,267",bihar,siwan,2025-09-21
"8,280",bihar,rohtas,2025-09-20
"8,287",bihar,sitamarhi,2025-09-21
"8,295",bihar,rohtas,2025-09-21
"8,309",bihar,rohtas,2025-04-22
"8,322",bihar,rohtas,2025-09-21
"8,324",bihar,rohtas,2025-09-21
"8,325",bihar,gaya,2025-09-20
"8,333",bihar,kaimur,2025-09-20
"8,353",bihar,kaimur,2025-09-21
"8,363",bihar,gaya,2025-09-16
"8,367",bihar,siwan,2025-09-17
"8,369",bihar,rohtas,2025-09-21
"8,388",bihar,sitamarhi,2025-09-21
"8,397",bihar,sheohar,2025-09-16
"8,410",bihar,sheohar,2025-09-21
"8,425",bihar,muzaffarpur,2025-09-18
"8,427",bihar,sitamarhi,2025-09-21
"8,452",bihar,rohtas,2025-09-21
"8,470",bihar,rohtas,2025-09-21
"8,471",bihar,gaya,2025-09-21
"8,484",bihar,gaya,2025-09-18
"8,488",bihar,gaya,2025-09-21
"8,501",bihar,west champaran,2025-09-17
"8,505",bihar,sitamarhi,2025-09-21
"8,506",bihar,gaya,2025-09-21
"8,513",bihar,kaimur,2025-09-18
"8,515",bihar,west champaran,2025-09-21
"8,520",bihar,kaimur,2025-09-21
"8,533",bihar,sheohar,2025-09-21
"8,537",bihar,sitamarhi,2025-09-21
"8,570",bihar,gaya,2025-09-18
"8,573",bihar,muzaffarpur,2025-09-19
"8,584",bihar,sitamarhi,2025-09-20
"8,608",bihar,sitamarhi,2025-09-20
"8,611",bihar,kaimur,2025-09-21
"8,612",bihar,west champaran,2025-09-20
"8,622",bihar,kaimur,2025-09-17
"8,626",bihar,gaya,2025-09-21
"8,639",bihar,rohtas,2025-09-21
"8,642",bihar,gaya,2025-09-20
"8,656",bihar,gaya,2025-09-21
"8,665",bihar,sitamarhi,2025-09-22
"8,672",bihar,muzaffarpur,2025-09-21
"8,699",bihar,gaya,2025-09-22
"8,704",bihar,gaya,2025-09-22
"8,709",bihar,gaya,2025-09-21
"8,716",bihar,kaimur,2025-09-22
"8,718",bihar,muzaffarpur,2025-09-17
"8,727",bihar,kaimur,2025-09-22
"8,731",bihar,sitamarhi,2025-09-22
"8,735",bihar,muzaffarpur,2025-09-22
"8,740",bihar,muzaffarpur,2025-09-18
"8,741",bihar,gaya,2025-09-22
"8,744",bihar,gaya,2025-09-22
"8,750",bihar,gaya,2025-09-22
"8,762",bihar,gaya,2025-09-22
"8,765",bihar,gaya,2025-09-22
"8,776",bihar,sitamarhi,2025-09-16
"8,782",bihar,muzaffarpur,2025-09-22
"8,784",bihar,sitamarhi,2025-09-22
"8,793",bihar,sitamarhi,2025-09-21
"8,836",bihar,muzaffarpur,2025-09-22
"8,839",bihar,gaya,2025-09-22
"8,848",bihar,sitamarhi,2025-09-21
"8,854",bihar,vaishali,2025-09-20
"8,880",bihar,sitamarhi,2025-09-22
"8,888",bihar,sitamarhi,2025-09-22
"8,891",bihar,sitamarhi,2025-09-22
"8,902",bihar,muzaffarpur,2025-09-20
"8,922",bihar,vaishali,2025-09-22
"8,923",bihar,sitamarhi,2025-09-22
"8,927",bihar,rohtas,2025-09-21
"8,936",bihar,rohtas,2025-09-22
"8,950",bihar,sheohar,2025-09-22
"8,961",bihar,sheohar,2025-09-18
"8,971",bihar,muzaffarpur,2025-09-19
"8,972",bihar,sheohar,2025-09-21
"8,973",bihar,rohtas,2025-09-22
"8,976",bihar,rohtas,2025-09-22
"8,978",bihar,sitamarhi,2025-09-22
"8,985",bihar,rohtas,2025-09-22
"8,997",bihar,gaya,2025-09-22
"9,008",bihar,kaimur,2025-09-22
"9,019",bihar,muzaffarpur,2025-09-22
"9,024",bihar,sitamarhi,2025-09-16
"9,028",bihar,sitamarhi,2025-09-22
"9,039",bihar,sitamarhi,2025-09-22
"9,040",bihar,west champaran,2025-09-22
"9,042",bihar,sheohar,2025-09-22
"9,050",bihar,rohtas,2025-09-22
"9,058",bihar,sitamarhi,2025-09-16
"9,059",bihar,rohtas,2025-09-22
"9,074",bihar,gaya,2025-09-21
"9,078",bihar,rohtas,2025-09-21
"9,089",bihar,rohtas,2025-09-22
"9,090",bihar,gaya,2025-09-22
"9,096",bihar,vaishali,2025-09-22
"9,107",bihar,rohtas,2025-09-21
"9,110",bihar,kaimur,2025-09-18
"9,117",bihar,sitamarhi,2025-09-22
"9,131",bihar,kaimur,2025-09-22
"9,137",bihar,sitamarhi,2025-09-22
"9,140",bihar,vaishali,2025-09-21
"9,147",bihar,vaishali,2025-09-21
"9,159",bihar,muzaffarpur,2025-09-20
"9,175",bihar,sitamarhi,2025-09-19
"9,177",bihar,west champaran,2025-09-22
"9,185",bihar,gaya,2025-09-22
"9,192",bihar,gaya,2025-09-22
"9,196",bihar,gaya,2025-09-21
"9,202",bihar,gaya,2025-09-22
"9,228",bihar,gaya,2025-09-22
"9,236",bihar,kaimur,2025-09-22
"9,243",bihar,rohtas,2025-09-22
"9,258",bihar,gaya,2025-09-20
"9,264",bihar,gaya,2025-09-22
"9,266",bihar,rohtas,2025-09-22
"9,268",bihar,kaimur,2025-09-23
"9,291",bihar,kaimur,2025-09-21
"9,293",bihar,west champaran,2025-09-17
"9,307",bihar,gaya,2025-09-23
"9,345",bihar,muzaffarpur,2025-09-23
"9,366",bihar,muzaffarpur,2025-09-21
"9,372",bihar,muzaffarpur,2025-09-20
"9,380",bihar,west champaran,2025-09-23
"9,395",bihar,muzaffarpur,2025-09-23
"9,406",bihar,sitamarhi,2025-09-19
"9,410",bihar,gaya,2025-09-23
"9,411",bihar,muzaffarpur,2025-09-23
"9,435",bihar,sitamarhi,2025-09-23
"9,439",bihar,rohtas,2025-09-23
"9,441",bihar,kaimur,2025-09-16
"9,443",bihar,muzaffarpur,2025-09-23
"9,459",bihar,sitamarhi,2025-09-23
"9,466",bihar,muzaffarpur,2025-09-23
"9,495",bihar,muzaffarpur,2025-09-18
"9,499",bihar,muzaffarpur,2025-09-20
"9,510",bihar,muzaffarpur,2025-09-23
"9,517",bihar,patna,2025-09-23
"9,526",bihar,sitamarhi,2025-09-23
"9,541",bihar,rohtas,2025-09-23
"9,563",bihar,rohtas,2025-09-23
"9,567",bihar,gaya,2025-04-23
"9,569",bihar,gaya,2025-09-23
"9,574",bihar,sheohar,2025-09-19
"9,605",bihar,rohtas,2025-09-23
"9,609",bihar,rohtas,2025-09-23
"9,617",bihar,sheohar,2025-09-19
"9,628",bihar,gaya,2025-09-23
"9,651",bihar,sheohar,2025-09-23
"9,680",bihar,gaya,2025-09-23
"9,687",bihar,sheohar,2025-09-23
"9,704",bihar,rohtas,2025-09-23
"9,713",bihar,sitamarhi,2025-09-22
"9,727",bihar,sitamarhi,2025-09-23
"9,728",bihar,gaya,2025-09-23
"9,731",bihar,muzaffarpur,2025-09-23
"9,745",bihar,sitamarhi,2025-09-23
"9,746",bihar,sitamarhi,2025-09-23
"9,769",bihar,sheohar,2025-09-23
"9,787",bihar,kaimur,2025-09-23
"9,794",bihar,rohtas,2025-09-23
"9,807",bihar,sitamarhi,2025-09-23
"9,813",bihar,east champaran,2025-09-20
"9,838",bihar,kaimur,2025-09-23
"9,868",bihar,west champaran,2025-09-21
"9,873",bihar,kaimur,2025-09-23
"9,878",bihar,west champaran,2025-09-20
"9,883",bihar,west champaran,2025-09-22
"9,886",bihar,rohtas,2025-09-23
"9,892",bihar,west champaran,2025-09-20
"9,905",bihar,sitamarhi,2025-09-23
"9,911",bihar,sheohar,2025-09-21
"9,916",bihar,sheohar,2025-09-21
"9,933",bihar,west champaran,2025-09-23
"9,951",bihar,east champaran,2025-09-22
"9,964",bihar,rohtas,2025-09-23
"9,991",bihar,rohtas,2025-09-23
"10,002",bihar,rohtas,2025-09-23
"10,003",bihar,sheohar,2025-09-23
"10,009",bihar,sitamarhi,2025-09-19
"10,011",bihar,sheohar,2025-09-17
"10,013",bihar,west champaran,2025-09-22
"10,017",bihar,gaya,2025-09-23
"10,023",bihar,vaishali,2025-09-22
"10,027",bihar,gaya,2025-09-23
"10,028",bihar,kaimur,2025-09-21
"10,052",bihar,sitamarhi,2025-09-20
"10,064",bihar,sitamarhi,2025-09-22
"10,078",bihar,sitamarhi,2025-09-16
"10,089",bihar,sitamarhi,2025-09-24
"10,117",bihar,sitamarhi,2025-09-23
"10,125",bihar,gaya,2025-09-23
"10,146",bihar,sitamarhi,2025-09-24
"10,148",bihar,sitamarhi,2025-04-22
"10,153",bihar,sitamarhi,2025-09-23
"10,164",bihar,west champaran,2025-09-24
"10,166",bihar,kaimur,2025-09-24
"10,211",bihar,sitamarhi,2025-09-24
"10,230",bihar,sheohar,2025-09-23
"10,249",bihar,sitamarhi,2025-09-19
"10,252",bihar,sitamarhi,2025-09-24
"10,255",bihar,sheohar,2025-09-24
"10,266",bihar,muzaffarpur,2025-09-23
"10,276",bihar,muzaffarpur,2025-09-24
"10,280",bihar,west champaran,2025-09-24
"10,285",bihar,muzaffarpur,2025-09-23
"10,291",bihar,sitamarhi,2025-09-22
"10,302",bihar,muzaffarpur,2025-09-24
"10,325",bihar,muzaffarpur,2025-09-24
"10,363",bihar,muzaffarpur,2025-09-24
"10,389",bihar,sheohar,2025-09-22
"10,394",bihar,muzaffarpur,2000-09-24
"10,418",bihar,gaya,2025-09-16
"10,427",bihar,kaimur,2025-09-24
"10,431",bihar,sheohar,2025-09-24
"10,432",bihar,muzaffarpur,2025-09-24
"10,433",bihar,sitamarhi,2025-09-18
"10,434",bihar,gaya,2025-09-23
"10,441",bihar,gaya,2025-09-23
"10,444",bihar,muzaffarpur,2025-09-24
"10,456",bihar,west champaran,2025-09-17
"10,472",bihar,rohtas,2025-09-24
"10,474",bihar,sheohar,2025-09-23
"10,496",bihar,muzaffarpur,2025-09-24
"10,502",bihar,rohtas,2025-09-24
"10,506",bihar,muzaffarpur,2025-09-19
"10,507",bihar,muzaffarpur,2025-09-24
"10,522",bihar,muzaffarpur,2025-09-23
"10,535",bihar,kaimur,2025-09-23
"10,547",bihar,sitamarhi,2025-09-16
"10,563",bihar,gaya,2025-09-24
"10,564",bihar,west champaran,2025-09-24
"10,573",bihar,kaimur,2025-09-24
"10,595",bihar,sheohar,2025-09-24
"10,609",bihar,east champaran,2025-09-23
"10,612",bihar,east champaran,2025-09-23
"10,617",bihar,west champaran,2025-09-17
"10,620",bihar,sitamarhi,2025-09-23
"10,623",bihar,muzaffarpur,2025-09-22
"10,627",bihar,east champaran,2025-09-23
"10,673",bihar,sitamarhi,2025-09-24
"10,678",bihar,gaya,2025-09-24
"10,680",bihar,kaimur,2025-09-18
"10,701",bihar,kaimur,2025-09-20
"10,704",bihar,gaya,2025-09-24
"10,705",bihar,gaya,2025-09-24
"10,720",bihar,west champaran,2025-09-24
"10,722",bihar,rohtas,2025-09-24
"10,727",bihar,sitamarhi,2025-09-23
"10,730",bihar,rohtas,2025-09-24
"10,757",bihar,sitamarhi,2025-09-20
"10,759",bihar,rohtas,2025-09-24
"10,766",bihar,rohtas,2025-09-24
"10,792",bihar,sitamarhi,2025-09-21
"10,801",bihar,gaya,2025-09-24
"10,826",bihar,west champaran,2025-09-18
"10,835",bihar,rohtas,2025-09-20
"10,864",bihar,sitamarhi,2025-09-25
"10,868",bihar,gaya,2025-09-24
"10,874",bihar,kaimur,2025-09-25
"10,876",bihar,gaya,2025-09-24
"10,891",bihar,west champaran,2025-09-16
"10,893",bihar,sitamarhi,2025-09-23
"10,899",bihar,sitamarhi,2025-09-24
"10,921",bihar,sitamarhi,2025-09-24
"10,924",bihar,sitamarhi,2015-09-25
"10,925",bihar,kaimur,2025-09-25
"10,931",bihar,sitamarhi,2025-09-25
"10,935",bihar,gaya,2025-09-25
"10,955",bihar,muzaffarpur,2025-09-25
"10,967",bihar,sitamarhi,2025-09-20
"10,977",bihar,sitamarhi,2025-09-23
"10,983",bihar,sitamarhi,2025-09-25
"10,985",bihar,sitamarhi,2025-09-19
"10,986",bihar,muzaffarpur,2025-09-19
"10,996",bihar,sitamarhi,2025-09-20
"11,021",bihar,muzaffarpur,2025-09-25
"11,022",bihar,sitamarhi,2025-09-24
"11,029",bihar,rohtas,2025-09-25
"11,035",bihar,east champaran,2025-09-25
"11,050",bihar,east champaran,2025-09-24
"11,054",bihar,sitamarhi,2025-09-25
"11,055",bihar,vaishali,2025-09-25
"11,057",bihar,gaya,2025-09-24
"11,058",bihar,west champaran,2025-09-25
"11,064",bihar,kaimur,2025-09-18
"11,067",bihar,muzaffarpur,2025-09-25
"11,068",bihar,sitamarhi,2025-09-17
"11,070",bihar,rohtas,2025-09-25
"11,073",bihar,sitamarhi,2025-09-25
"11,081",bihar,rohtas,2025-09-24
"11,105",bihar,sitamarhi,2025-09-18
"11,131",bihar,gaya,2025-09-21
"11,149",bihar,sitamarhi,2025-09-25
"11,150",bihar,west champaran,2025-09-22
"11,153",bihar,muzaffarpur,2025-09-19
"11,154",bihar,gaya,2025-09-23
"11,162",bihar,muzaffarpur,2025-09-24
"11,182",bihar,muzaffarpur,2025-09-24
"11,193",bihar,sitamarhi,2025-09-25
"11,214",bihar,rohtas,2025-09-25
"11,215",bihar,sitamarhi,2025-09-25
"11,218",bihar,sitamarhi,2025-09-25
"11,220",bihar,sitamarhi,2025-09-25
"11,240",bihar,rohtas,2025-09-25
"11,248",bihar,gaya,2025-09-25
"11,260",bihar,sitamarhi,2025-09-22
"11,272",bihar,sitamarhi,2025-09-25
"11,285",bihar,sitamarhi,2025-09-19
"11,289",bihar,gaya,2025-09-16
"11,293",bihar,sitamarhi,2025-09-25
"11,294",bihar,sitamarhi,2025-09-18
"11,297",bihar,rohtas,2025-09-25
"11,298",bihar,sitamarhi,2025-09-22
"11,310",bihar,rohtas,2025-09-25
"11,320",bihar,rohtas,2025-09-24
"11,338",bihar,rohtas,2025-09-25
"11,348",bihar,sitamarhi,2025-09-25
"11,360",bihar,rohtas,2025-09-21
"11,370",bihar,sitamarhi,2025-04-22
"11,403",bihar,gaya,2025-09-24
"11,405",bihar,vaishali,2025-09-22
"11,411",bihar,rohtas,2025-09-25
"11,428",bihar,gaya,2025-09-24
"11,433",bihar,sitamarhi,2025-09-20
"11,439",bihar,sitamarhi,2025-09-25
"11,455",bihar,muzaffarpur,2025-09-23
"11,457",bihar,sitamarhi,2025-09-20
"11,462",bihar,muzaffarpur,2025-09-25
"11,470",bihar,sitamarhi,2025-09-25
"11,510",bihar,rohtas,2025-09-25
"11,514",bihar,rohtas,2025-09-17
"11,537",bihar,rohtas,2025-09-25
"11,541",bihar,gaya,2025-09-23
"11,542",bihar,rohtas,2025-09-25
"11,552",bihar,kaimur,2024-09-21
"11,553",bihar,rohtas,2025-09-25
"11,564",bihar,rohtas,2025-09-25
"11,573",bihar,rohtas,2025-09-24
"11,596",bihar,kaimur,2024-09-23
"11,602",bihar,west champaran,2025-09-18
"11,612",bihar,kaimur,2025-09-25
"11,619",bihar,kaimur,2025-09-25
"11,631",bihar,kaimur,2025-09-25
"11,634",bihar,west champaran,2025-09-23
"11,635",bihar,west champaran,2025-09-19
"11,652",bihar,rohtas,2025-09-19
"11,661",bihar,west champaran,2025-09-19
"11,664",bihar,west champaran,2025-09-22
"11,665",bihar,rohtas,2025-09-20
"11,680",bihar,rohtas,2025-09-25
"11,694",bihar,kaimur,2025-09-16
"11,700",bihar,rohtas,2025-09-22
"11,701",bihar,kaimur,2025-09-22
"11,702",bihar,west champaran,2025-09-22
"11,711",bihar,rohtas,2025-09-25
"11,717",bihar,rohtas,2025-09-24
"11,726",bihar,rohtas,2025-09-22
"11,727",bihar,east champaran,2025-09-18
"11,731",bihar,muzaffarpur,2025-09-22
"11,747",bihar,rohtas,2025-09-24
"11,748",bihar,muzaffarpur,2025-09-25
"11,756",bihar,vaishali,2025-09-26
"11,765",bihar,vaishali,2025-09-25
"11,767",bihar,west champaran,2025-09-18
"11,785",bihar,west champaran,2025-09-24
"11,794",bihar,kaimur,2025-09-25
"11,812",bihar,gaya,2025-09-26
"11,830",bihar,gaya,2025-09-24
"11,832",bihar,rohtas,2025-09-23
"11,849",bihar,sitamarhi,2025-09-17
"11,850",bihar,east champaran,2025-09-25
"11,858",bihar,gaya,2025-09-24
"11,872",bihar,rohtas,2025-09-25
"11,887",bihar,west champaran,2025-09-16
"11,892",bihar,rohtas,2025-09-16
"11,897",bihar,kaimur,2025-09-20
"11,898",bihar,kaimur,2025-09-17
"11,899",bihar,sitamarhi,2025-09-19
"11,900",bihar,sitamarhi,2025-09-22
"11,901",bihar,rohtas,2025-09-16
"11,916",bihar,west champaran,2025-09-19
"11,918",bihar,sitamarhi,2025-09-22
"11,921",bihar,rohtas,2025-09-25
"11,934",bihar,west champaran,2025-09-19
"11,939",bihar,east champaran,2025-09-20
"11,945",bihar,muzaffarpur,2025-09-17
"11,955",bihar,east champaran,2025-09-18
"11,974",bihar,west champaran,2025-09-25
"11,976",bihar,vaishali,2025-09-26
"11,985",bihar,sitamarhi,2025-09-21
"11,987",bihar,kaimur,2025-09-21
"12,012",bihar,muzaffarpur,2025-09-19
"12,015",bihar,sitamarhi,2025-09-21
"12,038",bihar,kaimur,2025-09-22
"12,047",bihar,sitamarhi,2025-09-25
"12,065",bihar,kaimur,2025-09-23
"12,074",bihar,west champaran,2025-09-20
"12,079",bihar,sitamarhi,2025-09-18
"12,089",bihar,sitamarhi,2025-09-17
"12,097",bihar,sitamarhi,2025-09-16
"12,101",bihar,gaya,2025-09-26
"12,113",bihar,sitamarhi,2025-09-17
"12,116",bihar,vaishali,2025-09-24
"12,124",bihar,muzaffarpur,2025-09-25
"12,130",bihar,west champaran,2025-09-23
"12,141",bihar,rohtas,2025-09-25
"12,147",bihar,sitamarhi,2025-09-18
"12,152",bihar,sheohar,2025-09-26
"12,161",bihar,muzaffarpur,2025-09-26
"12,165",bihar,muzaffarpur,2025-09-26
"12,166",bihar,muzaffarpur,2025-09-21
"12,182",bihar,sitamarhi,2025-09-26
"12,191",bihar,muzaffarpur,2025-09-26
"12,210",bihar,siwan,2025-09-19
"12,222",bihar,vaishali,2025-09-26
"12,227",bihar,muzaffarpur,2025-09-26
"12,234",bihar,gaya,2025-09-25
"12,236",bihar,gaya,2025-09-25
"12,253",bihar,rohtas,2025-09-16
"12,280",bihar,west champaran,2025-09-19
"12,283",bihar,west champaran,2025-09-22
"12,287",bihar,kaimur,2025-09-24
"12,296",bihar,west champaran,2025-09-20
"12,305",bihar,rohtas,2025-09-24
"12,310",bihar,kaimur,2025-09-26
"12,313",bihar,muzaffarpur,2025-09-26
"12,316",bihar,muzaffarpur,2025-09-25
"12,326",bihar,gaya,2025-09-22
"12,330",bihar,west champaran,2025-09-18
"12,337",bihar,kaimur,2025-09-16
"12,341",bihar,sheohar,2025-09-26
"12,349",bihar,kaimur,2025-09-20
"12,373",bihar,east champaran,2025-09-26
"12,376",bihar,sitamarhi,2025-09-22
"12,391",bihar,kaimur,2025-09-23
"12,397",bihar,kaimur,2025-09-20
"12,410",bihar,muzaffarpur,2025-09-16
"12,419",bihar,gaya,2025-09-26
"12,420",bihar,muzaffarpur,2025-09-18
"12,429",bihar,muzaffarpur,2024-09-23
"12,437",bihar,muzaffarpur,2025-09-26
"12,447",bihar,sitamarhi,2025-09-25
"12,468",bihar,east champaran,2025-09-17
"12,476",bihar,sheohar,2025-09-26
"12,483",bihar,muzaffarpur,2025-09-21
"12,492",bihar,kaimur,2025-09-25
"12,504",bihar,rohtas,2025-09-26
"12,506",bihar,sitamarhi,2025-09-25
"12,509",bihar,rohtas,2025-09-26
"12,520",bihar,west champaran,2025-09-24
"12,533",bihar,rohtas,2025-09-22
"12,539",bihar,muzaffarpur,2025-09-26
"12,541",bihar,gaya,2025-09-25
"12,547",bihar,rohtas,2022-09-18
"12,560",bihar,rohtas,2025-09-21
"12,570",bihar,rohtas,2025-09-21
"12,574",bihar,vaishali,2025-09-27
"12,595",bihar,gaya,2025-09-24
"12,598",bihar,gaya,2025-09-22
"12,605",bihar,sheohar,2025-09-23
"12,624",bihar,muzaffarpur,2025-09-27
"12,651",bihar,sheohar,2025-09-20
"12,653",bihar,muzaffarpur,2025-09-26
"12,665",bihar,siwan,2025-09-23
"12,730",bihar,sheohar,2025-09-21
"12,738",bihar,rohtas,2025-09-22
"12,748",bihar,sitamarhi,2025-09-22
"12,753",bihar,siwan,2025-09-25
"12,758",bihar,muzaffarpur,2025-09-27
"12,759",bihar,rohtas,2025-09-23
"12,762",bihar,gaya,2025-09-26
"12,763",bihar,sitamarhi,2025-09-20
"12,767",bihar,kaimur,2025-09-22
"12,796",bihar,sheohar,2025-09-27
"12,797",bihar,east champaran,2025-09-25
"12,819",bihar,muzaffarpur,2025-09-22
"12,830",bihar,gaya,2025-09-26
"12,844",bihar,sitamarhi,2025-09-27
"12,858",bihar,muzaffarpur,2025-09-27
"12,881",bihar,west champaran,2025-09-26
"12,889",bihar,sitamarhi,2025-09-25
"12,893",bihar,gaya,2025-09-24
"12,902",bihar,vaishali,2025-09-27
"12,913",bihar,siwan,2025-09-20
"12,921",bihar,sheohar,2025-09-16
"12,937",bihar,gaya,2025-09-27
"12,952",bihar,kaimur,2025-09-09
"12,954",bihar,kaimur,2025-09-26
"12,969",bihar,west champaran,2025-09-19
"12,997",bihar,kaimur,2025-09-18
"12,998",bihar,west champaran,2025-09-21
"12,999",bihar,muzaffarpur,2025-09-26
"13,020",bihar,kaimur,2025-09-20
"13,024",bihar,rohtas,2025-09-16
"13,037",bihar,kaimur,2025-09-17
"13,038",bihar,west champaran,2025-09-19
"13,066",bihar,muzaffarpur,2025-09-27
"13,090",bihar,east champaran,2025-09-25
"13,099",bihar,sheohar,2025-09-19
"13,107",bihar,sheohar,2025-09-21
"13,120",bihar,west champaran,2025-09-25
"13,122",bihar,gaya,2025-09-20
"13,124",bihar,gaya,2025-09-27
"13,132",bihar,muzaffarpur,2025-09-28
"13,156",bihar,rohtas,2025-09-25
"13,165",bihar,muzaffarpur,2025-09-28
"13,193",bihar,muzaffarpur,2025-09-24
"13,201",bihar,muzaffarpur,2025-09-24
"13,202",bihar,muzaffarpur,2025-09-19
"13,204",bihar,east champaran,2025-09-25
"13,247",bihar,muzaffarpur,2025-09-26
"13,271",bihar,muzaffarpur,2025-09-22
"13,281",bihar,rohtas,2025-09-22
"13,284",bihar,sitamarhi,2025-09-17
"13,298",bihar,muzaffarpur,2025-09-27
"13,305",bihar,gaya,2025-09-28
"13,336",bihar,rohtas,2025-09-16
"13,343",bihar,kaimur,2025-09-17
"13,354",bihar,gaya,2025-09-25
"13,357",bihar,rohtas,2025-09-26
"13,379",bihar,muzaffarpur,2025-09-28
"13,385",bihar,siwan,2025-09-20
"13,401",bihar,gaya,2025-09-17
"13,403",bihar,rohtas,2025-09-25
"13,404",bihar,kaimur,2025-09-20
"13,432",bihar,gaya,2025-09-26
"13,439",bihar,muzaffarpur,2025-09-28
"13,460",bihar,rohtas,2025-09-25
"13,469",bihar,kaimur,2025-09-23
"13,470",bihar,muzaffarpur,2025-09-28
"13,491",bihar,muzaffarpur,2025-09-28
"13,502",bihar,kaimur,2025-09-25
